"title","cbo","average_salary","workers","soc_title","oes","oes_top","exposed_to_disease_or_infections","physical_proximity","contact_with_others","score","group","group_color"
"Supervisor de caixas e bilheteiros (exceto caixa de banco)","420105","2026.65","15761","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de câmbio","410210","4428.53","633","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de carga e descarga","342315","3137.15","19720","Aircraft Cargo Handling Supervisors","531011","53","10","68","97","58.333333333333336","Transportes","#f7b78f"
"Supervisor de cobrança","420110","3381.10","7023","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de coletadores de apostas e de jogos","420115","2418.02","267","Gaming Dealers","393011","39","27","88","91","68.66666666666667","Serviços","#d051f0"
"Supervisor de compras","354210","5086.77","9960","Purchasing Managers","113061","11","1","41","89","43.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de contas a pagar","410215","4394.03","6027","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de controle de tratamento térmico","720160","5356.95","311","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de controle patrimonial","410220","3395.30","5184","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de crédito e cobrança","410225","2889.81","19185","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de curtimento","760205","4194.65","194","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de digitação e operação","412120","3470.82","2680","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de embalagem e etiquetagem","780105","2863.69","5917","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de empresa aérea em aeroportos","342545","5091.78","1014","Airfield Operations Specialists","532022","53","24","66","90","60","Transportes","#f7b78f"
"Supervisor de ensino","239430","3700.17","31002","Instructional Coordinators","259031","25","1","48","75","41.333333333333336","Educação","#deb147"
"Supervisor de entrevistadores e recenseadores","420120","2983.07","1038","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de exploração agrícola","620105","3407.16","21919","First-Line Supervisors of Farming, Fishing, and Forestry Workers","451011","45","3","32","71","35.333333333333336","Agropecuária e pesca","#10540a"
"Supervisor de exploração agropecuária","620110","2831.47","8564","First-Line Supervisors of Farming, Fishing, and Forestry Workers","451011","45","3","32","71","35.333333333333336","Agropecuária e pesca","#10540a"
"Supervisor de exploração pecuária","620115","2623.73","6394","First-Line Supervisors of Farming, Fishing, and Forestry Workers","451011","45","3","32","71","35.333333333333336","Agropecuária e pesca","#10540a"
"Supervisor de extração de sal","710110","3999.35","32","First-Line Supervisors of Construction Trades and Extraction Workers","471011","47","5","71","85","53.666666666666664","Construção e Extração","#8a8a8a"
"Supervisor de fabricação de instrumentos musicais","740110","3093.48","38","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de fabricação de produtos cerâmicos, porcelanatos e afins","820205","3826.64","3733","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","519041","51","17","66","76","53","Indústria","#314b6b"
"Supervisor de fabricação de produtos de vidro","820210","4575.00","1538","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","519041","51","17","66","76","53","Indústria","#314b6b"
"Supervisor de joalheria","750105","2786.01","201","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de lavanderia","510205","2267.31","4225","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de logística","410240","5000.98","8792","First-Line Supervisors of Farming, Fishing, and Forestry Workers","451011","45","3","32","71","35.333333333333336","Agropecuária e pesca","#10540a"
"Supervisor de manutenção de aparelhos térmicos, de climatização e de refrigeração","910110","4176.94","1879","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","499021","49","15","56","84","51.666666666666664","Serviços","#d051f0"
"Supervisor de manutenção de bombas, motores, compressores e equipamentos de transmissão","910115","4893.65","1297","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Supervisor de manutenção de máquinas gráficas","910120","5701.12","201","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Supervisor de manutenção de máquinas industriais têxteis","910125","5338.69","751","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Supervisor de manutenção de máquinas operatrizes e de usinagem","910130","6158.99","1420","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Supervisor de manutenção de vias férreas","910910","6387.42","699","First-Line Supervisors of Construction Trades and Extraction Workers","471011","47","5","71","85","53.666666666666664","Construção e Extração","#8a8a8a"
"Supervisor de manutenção elétrica de alta tensão industrial","950105","4477.90","6679","First-Line Supervisors of Mechanics, Installers, and Repairers","491011","49","19","69","95","61","Serviços","#d051f0"
"Supervisor de manutenção eletromecânica","950305","7673.07","7486","First-Line Supervisors of Mechanics, Installers, and Repairers","491011","49","19","69","95","61","Serviços","#d051f0"
"Supervisor de manutenção eletromecânica (utilidades)","860105","5394.18","2739","First-Line Supervisors of Mechanics, Installers, and Repairers","491011","49","19","69","95","61","Serviços","#d051f0"
"Supervisor de manutenção eletromecânica industrial, comercial e predial","950110","5319.56","7832","First-Line Supervisors of Mechanics, Installers, and Repairers","491011","49","19","69","95","61","Serviços","#d051f0"
"Supervisor de montagem e instalação eletroeletrônica","730105","4977.12","8543","Coil Winders, Tapers, and Finishers","512021","51","2","58","66","42","Indústria","#314b6b"
"Supervisor de operação de fluidos (distribuição, captação, tratamento de água, gases, vapor)","860110","5284.30","3141","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de operação elétrica (geração, transmissão e distribuição de energia elétrica)","860115","6275.77","5124","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de operações (mídias audiovisuais)","373225","3461.89","164","Producers and Directors","272012","27","0","40","89","43","Artes, Entretenimento e Mídia","#9e8b75"
"Supervisor de operações portuárias","342610","5826.40","3364","Aircraft Cargo Handling Supervisors","531011","53","10","68","97","58.333333333333336","Transportes","#f7b78f"
"Supervisor de orçamento","410230","5488.15","4478","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de perfuração e desmonte","710115","7332.20","699","First-Line Supervisors of Construction Trades and Extraction Workers","471011","47","5","71","85","53.666666666666664","Construção e Extração","#8a8a8a"
"Supervisor de produção da indústria alimentícia","840105","4248.94","19048","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de produção na mineração","710120","6932.51","3433","First-Line Supervisors of Construction Trades and Extraction Workers","471011","47","5","71","85","53.666666666666664","Construção e Extração","#8a8a8a"
"Supervisor de recepcionistas","420125","2579.96","12461","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de reparos linhas férreas","910905","2585.33","439","First-Line Supervisors of Construction Trades and Extraction Workers","471011","47","5","71","85","53.666666666666664","Construção e Extração","#8a8a8a"
"Supervisor de telefonistas","420130","2221.75","767","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de telemarketing e atendimento","420135","3208.94","38841","First-Line Supervisors of Non-Retail Sales Workers","411012","41","4","43","96","47.666666666666664","Comércio","#abf051"
"Supervisor de tesouraria","410235","4556.60","18866","First-Line Supervisors of Office and Administrative Support Workers","431011","43","9","47","93","49.666666666666664","Negócios, Finanças e Gestão","#343deb"
"Supervisor de transporte na mineração","710125","4526.61","144","First-Line Supervisors of Construction Trades and Extraction Workers","471011","47","5","71","85","53.666666666666664","Construção e Extração","#8a8a8a"
"Supervisor de transportes","510105","3781.83","7610","Aircraft Cargo Handling Supervisors","531011","53","10","68","97","58.333333333333336","Transportes","#f7b78f"
"Supervisor de usina de concreto","710220","3823.70","1368","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Supervisor de vendas comercial","520110","4284.24","120784","First-Line Supervisors of Non-Retail Sales Workers","411012","41","4","43","96","47.666666666666664","Comércio","#abf051"
